subject,college,low_score,elective_info,low_rank
电气工程及其自动化,沈阳化工大学,542,物理+不限,84967
电气工程及其自动化,江苏理工学院,542,物理+不限,84967
电气工程及其自动化,天津职业技术师范大学,542,物理+不限,84967
电气工程及其自动化,江苏海洋大学,541,物理+不限,85961
电气工程及其自动化,曲阜师范大学,541,物理+不限,85961
电气工程及其自动化,云南农业大学,541,物理+不限,85961
电气工程及其自动化,临沂大学,541,物理+不限,85961
电气工程及其自动化,浙大宁波理工学院,540,物理+不限,86936
电气工程及其自动化,防灾科技学院,538,物理+不限,89031
电气工程及其自动化,辽宁工业大学,538,物理+不限,89031
电气工程及其自动化,山西农业大学,538,物理+不限,89031
电气工程及其自动化,北华大学,537,物理+不限,90080
电气工程及其自动化,无锡学院,536,物理+不限,91098
电气工程及其自动化,湖州师范学院,531,物理+不限,96123
电气工程及其自动化,南昌工程学院,530,物理+不限,97144
电气工程及其自动化,齐齐哈尔大学,529,物理+不限,98179
电气工程及其自动化,山东交通学院,528,物理+不限,99220
电气工程及其自动化,华北科技学院,526,物理+不限,101268
电气工程及其自动化,嘉兴南湖学院,524,物理+不限,103298
电气工程及其自动化,重庆文理学院,523,物理+不限,104327
电气工程及其自动化,西北民族大学,522,物理+不限,105372
电气工程及其自动化,淮阴工学院,522,物理+不限,105372
电气工程及其自动化,渭南师范学院,521,物理+不限,106375
电气工程及其自动化,中国计量大学现代科技学院,520,物理+不限,107386
电气工程及其自动化,洛阳理工学院,519,物理+不限,108391
电气工程及其自动化,山东工商学院,519,物理+不限,108391
电气工程及其自动化,天津农学院,519,物理+不限,108391
电气工程及其自动化,郑州航空工业管理学院,518,物理+化学,109392
电气工程及其自动化,湖州学院,518,物理+不限,109392
电气工程及其自动化,江苏大学,518,物理+不限,109392
电气工程及其自动化,重庆三峡学院,517,物理+不限,110348
电气工程及其自动化,湖北理工学院,517,物理+不限,110348
电气工程及其自动化,长春大学,515,物理+不限,112371
电气工程及其自动化,商丘师范学院,515,物理+不限,112371
电气工程及其自动化,邵阳学院,513,物理+不限,114462
电气工程及其自动化,河北建筑工程学院,513,物理+不限,114462
电气工程及其自动化,盐城师范学院,510,物理+不限,117453
电气工程及其自动化,安阳师范学院,510,物理+不限,117453
电气工程及其自动化,山东石油化工学院,509,物理+不限,118484
电气工程及其自动化,贵州理工学院,508,物理+不限,119495
电气工程及其自动化,黑龙江工程学院,507,物理+不限,120486
电气工程及其自动化,湖南城市学院,506,物理+不限,121516
电气工程及其自动化,泰州学院,505,物理+不限,122563
电气工程及其自动化,南京理工大学紫金学院,505,物理+不限,122563
电气工程及其自动化,湖南文理学院,504,物理+不限,123513
电气工程及其自动化,新疆农业大学,504,物理+不限,123513
电气工程及其自动化,新余学院,504,物理+不限,123513
电气工程及其自动化,常熟理工学院,504,,123513
电气工程及其自动化,太原工业学院,504,物理+不限,123513
电气工程及其自动化,湖南工学院,503,物理+不限,124505
电气工程及其自动化,东南大学成贤学院,503,物理+不限,124505
电气工程及其自动化,山西工程技术学院,501,物理+不限,126588
电气工程及其自动化,南阳理工学院,501,物理+不限,126588
电气工程及其自动化,怀化学院,500,物理+不限,127538
电气工程及其自动化,浙江万里学院,499,物理+不限,128535
电气工程及其自动化,六盘水师范学院,499,物理+不限,128535
电气工程及其自动化,黑龙江工业学院,498,物理+不限,129552
电气工程及其自动化,湘南学院,498,物理+不限,129552
电气工程及其自动化,新疆工程学院,496,物理+不限,131452
电气工程及其自动化,湖南工程学院,495,物理+不限,132433
电气工程及其自动化,中原工学院,495,物理+不限,132433
电气工程及其自动化,赣南科技学院,494,物理+不限,133441
电气工程及其自动化,苏州城市学院,494,,133441
电气工程及其自动化,南京理工大学泰州科技学院,494,物理+不限,133441
电气工程及其自动化,红河学院,493,物理+不限,134436
电气工程及其自动化,石家庄铁道大学四方学院,493,物理+不限,134436
电气工程及其自动化,宝鸡文理学院,493,物理+不限,134436
电气工程及其自动化,运城学院,492,物理+不限,135454
电气工程及其自动化,淮阴师范学院,492,物理+不限,135454
电气工程及其自动化,兰州工业学院,492,物理+不限,135454
电气工程及其自动化,南京航空航天大学金城学院,490,物理+不限,137354
电气工程及其自动化,天水师范学院,489,物理+不限,138274
电气工程及其自动化,常州工学院,489,,138274
电气工程及其自动化,苏州大学应用技术学院,489,物理+不限,138274
电气工程及其自动化,牡丹江师范学院,489,物理+不限,138274
电气工程及其自动化,陕西理工大学,488,物理+化学,139208
电气工程及其自动化,徐州工程学院,488,,139208
电气工程及其自动化,南京工业大学浦江学院,488,物理+不限,139208
电气工程及其自动化,盐城工学院,487,,140150
电气工程及其自动化,喀什大学,487,物理+不限,140150
电气工程及其自动化,南京邮电大学通达学院,486,物理+不限,141124
电气工程及其自动化,苏州科技大学天平学院,485,物理+不限,142059
电气工程及其自动化,扬州大学广陵学院,485,物理+不限,142059
电气工程及其自动化,江苏科技大学苏州理工学院,485,物理+不限,142059
电气工程及其自动化,长沙理工大学城南学院,484,物理+不限,142974
电气工程及其自动化,江苏大学京江学院,483,物理+不限,143882
电气工程及其自动化,杭州电子科技大学信息工程学院,483,物理+不限,143882
电气工程及其自动化,商洛学院,482,物理+不限,144814
电气工程及其自动化,新疆理工学院,481,物理+不限,145762
电气工程及其自动化,安徽信息工程学院,481,物理+不限,145762
电气工程及其自动化,三峡大学科技学院,481,物理+不限,145762
电气工程及其自动化,南京师范大学中北学院,480,物理+不限,146747
电气工程及其自动化,厦门大学嘉庚学院,480,物理+不限,146747
电气工程及其自动化,中国矿业大学徐海学院,479,物理+不限,147716
电气工程及其自动化,马鞍山学院,477,物理+不限,149565
电气工程及其自动化,湖南工业大学科技学院,476,物理+不限,150469
电气工程及其自动化,江苏师范大学科文学院,476,物理+不限,150469
电气工程及其自动化,合肥城市学院,476,物理+不限,150469
电气工程及其自动化,南京师范大学泰州学院,476,物理+不限,150469
电气工程及其自动化,西南交通大学希望学院,475,物理+不限,151397
电气工程及其自动化,武汉工程大学邮电与信息工程学院,475,物理+不限,151397
电气工程及其自动化,晋中信息学院,475,物理+不限,151397
电气工程及其自动化,南昌交通学院,474,物理+不限,152315
电气工程及其自动化,武昌首义学院,473,物理+不限,153184
电气工程及其自动化,厦门工学院,473,物理+不限,153184
电气工程及其自动化,三江学院,473,物理+不限,153184
电气工程及其自动化,常州大学怀德学院,472,物理+不限,154057
电气工程及其自动化,河北工程大学科信学院,472,物理+不限,154057
电气工程及其自动化,青岛城市学院,471,物理+不限,154931
电气工程及其自动化,皖江工学院,471,物理+不限,154931
电气工程及其自动化,安徽三联学院,471,物理+不限,154931
电气工程及其自动化,武汉东湖学院,470,物理+不限,155785
电气工程及其自动化,西安交通大学城市学院,469,物理+不限,156709
电气工程及其自动化,宁波大学科学技术学院,468,物理+不限,157548
电气工程及其自动化,南通理工学院,468,物理+不限,157548
电气工程及其自动化,青岛滨海学院,467,物理+不限,158486
电气工程及其自动化,西安科技大学高新学院,467,物理+不限,158486
电气工程及其自动化,南昌大学科学技术学院,467,物理+不限,158486
电气工程及其自动化,武汉城市学院,466,物理+不限,159348
电气工程及其自动化,文华学院,466,物理+不限,159348
电气工程及其自动化,安徽新华学院,466,物理+不限,159348
电气工程及其自动化,兰州博文科技学院,465,物理+不限,160211
电气工程及其自动化,青岛农业大学海都学院,464,物理+不限,161010
电气工程及其自动化,宁夏大学新华学院,464,物理+不限,161010
电气工程及其自动化,青岛工学院,464,物理+不限,161010
电气工程及其自动化,电子科技大学中山学院,463,物理+不限,161813
电气工程及其自动化,广州华立学院,463,物理+不限,161813
电气工程及其自动化,天津理工大学中环信息学院,463,物理+不限,161813
电气工程及其自动化,南昌理工学院,463,物理+不限,161813
电气工程及其自动化,福州大学至诚学院,462,物理+不限,162620
电气工程及其自动化,山东协和学院,462,物理+不限,162620
电气工程及其自动化,黑龙江工商学院,461,物理+不限,163419
电气工程及其自动化,保定理工学院,461,物理+不限,163419
电气工程及其自动化,沧州交通学院,461,物理+不限,163419
电气工程及其自动化,西安工商学院,461,物理+不限,163419
电气工程及其自动化,青岛黄海学院,461,物理+不限,163419
电气工程及其自动化,齐鲁理工学院,460,物理+不限,164240
电气工程及其自动化,广东白云学院,460,物理+不限,164240
电气工程及其自动化,大连理工大学城市学院,460,物理+不限,164240
电气工程及其自动化,武汉晴川学院,459,物理+不限,165041
电气工程及其自动化,天津仁爱学院,459,物理+不限,165041
电气工程及其自动化,长春人文学院,459,物理+不限,165041
电气工程及其自动化,闽南理工学院,458,物理+不限,165876
电气工程及其自动化,武汉纺织大学外经贸学院,458,物理+不限,165876
电气工程及其自动化,广东理工学院,458,物理+不限,165876
电气工程及其自动化,宁夏理工学院,458,物理+不限,165876
电气工程及其自动化,南昌工学院,458,物理+不限,165876
电气工程及其自动化,华北理工大学轻工学院,458,物理+不限,165876
电气工程及其自动化,长春建筑学院,457,物理+不限,166664
电气工程及其自动化,云南经济管理学院,457,物理+不限,166664
电气工程及其自动化,吉林建筑科技学院,457,物理+不限,166664
电气工程及其自动化,昆明理工大学津桥学院,457,物理+不限,166664
电气工程及其自动化,沈阳工学院,457,物理+不限,166664
电气工程及其自动化,银川能源学院,456,物理+不限,167463
电气工程及其自动化,桂林信息科技学院,456,物理+不限,167463
电气工程及其自动化,长春光华学院,455,物理+不限,168261
电气工程及其自动化,大连科技学院,455,物理+不限,168261
电气工程及其自动化,长春工业大学人文信息学院,454,物理+不限,169034
电气工程及其自动化,沈阳城市建设学院,454,物理+不限,169034
电气工程及其自动化,长春电子科技学院,454,物理+不限,169034
电气工程及其自动化,重庆移通学院,453,物理+不限,169837
